Date,TecDAX,,,,,1&1,,,,,,Aixtron,,,,,,Aumann,,,,,,Adva,,,,,,Bechtle,,,,,,Cancom,,,,,,Carl Zeiss Meditec,,,,,,CompuGroup,,,,,,Dialog Semiconductor,,,,,,Drägerwerk,,,,,,Evotec,,,,,,Freenet,,,,,,GFT Technologies,,,,,,Infineon,,,,,,Isra,,,,,,Jenoptik,,,,,,LPKF,,,,,,Manz,,,,,,Medigene,,,,,,MorphoSys,,,,,,Nemetschek,,,,,,Nordex,,,,,,Pfeiffer Vacuum,,,,,,Qiagen,,,,,,QSC,,,,,,RIB Software,,,,,,,S&T,,,,,SAP,,,,,,Sartorius,,,,,,Siemens Healthineers,,,,,,Siltronic,,,,,,SLM,,,,,,SMA,,,,,,Software,,,,,,Stratec,,,,,,,Süss,,,,,Telefonica,,,,,,Telekom,,,,,,United Internet,,,,,,Wirecard,,,,,,Xing,,,,,
Date,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Aixtron,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Adva,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,GFT Technologies,Volumen,Datum,Eroeffnung,Hoch,Tief,Infineon,Volumen,Datum,Eroeffnung,Hoch,Tief,Isra,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,LPKF,Volumen,Datum,Eroeffnung,Hoch,Tief,Manz,Volumen,Datum,Eroeffnung,Hoch,Tief,Medigene,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,QSC,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,S&T,Volumen,Datum,Eroeffnung,Hoch,Tief,SAP,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Siemens Health,Volumen,Datum,Eroeffnung,Hoch,Tief,Siltronic,Volumen,Datum,Eroeffnung,Hoch,Tief,SLM,Volumen,Datum,Eroeffnung,Hoch,Tief,SMA,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Stratec,Volumen,Datum,Eroeffnung,Hoch,Tief,Süss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Telekom,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen
  27.09.2016,"1,468.81","1,470.41","1,449.49","1,461.42","4,704,981",  27.09.2016,42.22,42.36,41.38,41.52,"206,650",  27.09.2016,5.47,5.5,5.46,5.48,"227,816",,0,0,0,0,0,  27.09.2016,8.6,8.6,8.32,8.44,"259,286",  27.09.2016,51.15,51.15,49.76,50.57,"27,276",  27.09.2016,22.9,22.9,22.3,22.65,"93,572",  27.09.2016,33.58,33.63,33.06,33.33,"48,609",  27.09.2016,40.23,40.54,39.95,40.05,"27,918",  27.09.2016,34.13,34.42,33.4,33.73,"348,470",  27.09.2016,63.8,63.8,62.21,62.74,"19,765",  27.09.2016,4.94,4.95,4.82,4.88,"504,574",  27.09.2016,26,26.03,25.83,26.03,"390,485",  27.09.2016,18.45,18.51,17.75,18.21,"83,861",  27.09.2016,0,0,0,0,"3,567,589",  27.09.2016,0,0,0,0,"23,895",  27.09.2016,16.08,16.12,15.84,15.96,"79,681",  27.09.2016,0,0,0,0,"43,683",  27.09.2016,0,0,0,0,"6,774",  27.09.2016,0,0,0,0,"16,650",  27.09.2016,36.86,36.86,35.61,36.21,"96,836",  27.09.2016,54.2,54.28,53.8,54.08,"23,056",  27.09.2016,26,26,25.43,25.89,"561,053",  27.09.2016,85.07,85.07,83.02,84.26,"38,070",  27.09.2016,24.57,25.12,24.2,25.05,"1,534",  27.09.2016,0,0,0,0,"634,493",  27.09.2016,11.09,11.24,10.89,11.17,"121,312",  27.09.2016,9.87,10.25,9.87,10.07,"258,882",  27.09.2016,0,0,0,0,"1,873,158",  27.09.2016,73.99,74.1,72.64,73.31,"47,946",  27.09.2016,0,0,0,0,0,  27.09.2016,24.76,25.42,24.3,24.45,"69,785",  27.09.2016,42.35,43.82,41.99,42.7,"99,038",  27.09.2016,28,28,27.24,27.28,"115,380",  27.09.2016,37.2,37.21,36.57,37.17,"88,956",27.09.2016,51.25,51.15,51.72,50.76,"3,098",  27.09.2016,0,0,0,0,"187,865",  27.09.2016,3.71,3.71,3.61,3.63,"3,072,520",  27.09.2016,0,0,0,0,"6,354,194",  27.09.2016,39.8,39.86,39.07,39.37,"348,223",  27.09.2016,46.38,46.38,45.24,45.59,"439,916",  27.09.2016,188.6,188.6,184.1,187.5,"3,309"
  28.09.2016,"1,467.61","1,477.46","1,467.37","1,472.19","5,072,068",  28.09.2016,41.82,41.95,41.09,41.57,"138,845",  28.09.2016,5.49,5.5,5.46,5.47,"234,004",,0,0,0,0,0,  28.09.2016,8.49,8.93,8.47,8.9,"522,573",  28.09.2016,50.42,51.77,50.42,51.17,"36,808",  28.09.2016,22.67,23.49,22.65,23.13,"157,366",  28.09.2016,33.57,34.57,33.45,34.39,"71,310",  28.09.2016,40.05,40.39,40.01,40.15,"34,847",  28.09.2016,33.99,34.22,33.61,33.92,"384,289",  28.09.2016,62.81,65.07,62.81,64.6,"15,954",  28.09.2016,4.9,4.97,4.9,4.96,"690,591",  28.09.2016,26.09,26.28,25.78,25.97,"243,194",  28.09.2016,18.24,18.79,18.24,18.55,"74,753",  28.09.2016,0,0,0,0,"2,761,880",  28.09.2016,0,0,0,0,"30,470",  28.09.2016,16.03,16.29,16.03,16.2,"85,718",  28.09.2016,0,0,0,0,"99,500",  28.09.2016,0,0,0,0,"10,470",  28.09.2016,0,0,0,0,"13,740",  28.09.2016,36.33,36.92,36.07,36.07,"108,406",  28.09.2016,54.26,54.73,54.13,54.52,"16,570",  28.09.2016,26,26.9,25.45,26.78,"1,364,959",  28.09.2016,83.72,84.79,83.72,84.42,"26,880",  28.09.2016,25.14,25.25,24.86,25.25,"5,681",  28.09.2016,0,0,0,0,"347,484",  28.09.2016,11.25,11.29,10.99,10.99,"78,914",  28.09.2016,10.23,10.39,10.12,10.19,"261,417",  28.09.2016,0,0,0,0,"1,853,538",  28.09.2016,73.86,74.45,73.69,74.16,"43,967",  28.09.2016,0,0,0,0,0,  28.09.2016,24.64,24.75,23.81,24,"44,552",  28.09.2016,42.99,43,42.33,42.69,"53,499",  28.09.2016,27.36,28.7,27.36,27.4,"219,060",  28.09.2016,37.16,37.45,37.06,37.4,"101,866",28.09.2016,51.23,50.23,51.23,50.23,"2,161",  28.09.2016,0,0,0,0,"55,462",  28.09.2016,3.65,3.68,3.57,3.59,"2,337,898",  28.09.2016,0,0,0,0,"7,810,172",  28.09.2016,39.7,40.04,39.44,39.52,"176,585",  28.09.2016,45.86,46.97,45.86,46.34,"416,259",  28.09.2016,187.5,189.7,186.75,188.35,"3,297"
  29.09.2016,"1,476.20","1,485.09","1,464.45","1,466.58","6,010,581",  29.09.2016,42,42.83,41.46,41.56,"229,974",  29.09.2016,5.48,5.5,5.41,5.43,"331,328",,0,0,0,0,0,  29.09.2016,8.98,8.99,8.65,8.88,"361,654",  29.09.2016,51.52,51.72,51.02,51.15,"26,888",  29.09.2016,23.25,23.25,22.74,22.86,"129,174",  29.09.2016,34.47,34.77,33.96,34.07,"39,336",  29.09.2016,40.55,40.72,40.31,40.5,"17,906",  29.09.2016,34.14,34.39,32.8,32.89,"367,275",  29.09.2016,65.35,65.65,63.36,63.77,"16,351",  29.09.2016,5,5.06,4.94,4.97,"690,952",  29.09.2016,26.19,26.19,25.75,25.84,"368,458",  29.09.2016,18.75,18.88,18.17,18.32,"40,415",  29.09.2016,0,0,0,0,"3,300,317",  29.09.2016,0,0,0,0,"46,475",  29.09.2016,16.28,16.42,16.19,16.24,"66,644",  29.09.2016,0,0,0,0,"46,470",  29.09.2016,0,0,0,0,"5,494",  29.09.2016,0,0,0,0,"296,198",  29.09.2016,36.5,37.73,36.37,37.36,"112,739",  29.09.2016,54.9,55.11,54,54.36,"17,902",  29.09.2016,27.1,27.58,26.64,26.92,"1,238,713",  29.09.2016,84.7,85.5,84,84.02,"36,798",  29.09.2016,25.14,25.23,24.68,24.68,"1,247",  29.09.2016,0,0,0,0,"1,149,013",  29.09.2016,11,11.13,10.7,10.7,"98,367",  29.09.2016,10.28,10.33,9.85,10.1,"221,300",  29.09.2016,0,0,0,0,"1,895,000",  29.09.2016,74.4,74.89,73.23,73.73,"32,880",  29.09.2016,0,0,0,0,0,  29.09.2016,24.18,24.18,23.11,23.63,"21,554",  29.09.2016,42.8,42.8,42.3,42.37,"42,869",  29.09.2016,27.77,29,27.77,28.6,"275,741",  29.09.2016,37.51,37.68,37.27,37.42,"131,333",29.09.2016,50.2,49.305,50.6,49.265,"8,277",  29.09.2016,0,0,0,0,"101,024",  29.09.2016,3.59,3.64,3.57,3.59,"2,122,985",  29.09.2016,0,0,0,0,"6,455,472",  29.09.2016,39.69,39.75,39.3,39.37,"171,725",  29.09.2016,46.87,46.96,46.11,46.23,"422,016",  29.09.2016,189.95,189.95,184.35,186.2,"2,444"
  30.09.2016,"1,458.85","1,480.44","1,448.65","1,480.44","6,834,081",  30.09.2016,41.16,43.26,41.15,43.21,"183,004",  30.09.2016,5.43,5.47,5.31,5.4,"450,466",,0,0,0,0,0,  30.09.2016,8.76,8.96,8.67,8.96,"292,487",  30.09.2016,51.25,51.52,50.27,51.5,"64,092",  30.09.2016,22.75,23.27,22.53,23.23,"182,080",  30.09.2016,33.9,34.03,33.53,34.03,"39,386",  30.09.2016,40.4,41.03,40.08,41.03,"32,326",  30.09.2016,32.75,34.58,32.75,34.31,"675,652",  30.09.2016,63.3,63.77,62.34,63.76,"18,992",  30.09.2016,4.93,5.02,4.83,5.02,"685,423",  30.09.2016,25.75,26.04,25.43,26.02,"431,561",  30.09.2016,18.08,18.32,17.84,18.32,"51,793",  30.09.2016,0,0,0,0,"9,522,634",  30.09.2016,0,0,0,0,"97,845",  30.09.2016,16.03,16.27,15.96,16.27,"67,226",  30.09.2016,0,0,0,0,"51,214",  30.09.2016,0,0,0,0,"13,570",  30.09.2016,0,0,0,0,"115,888",  30.09.2016,36.86,37.35,36.06,37.22,"102,695",  30.09.2016,53.75,54.58,53.6,54.55,"29,680",  30.09.2016,26.65,27.13,26.35,27.04,"1,026,570",  30.09.2016,84,84.91,83.2,84.6,"30,994",  30.09.2016,24.59,25.54,24.59,25.36,"5,847",  30.09.2016,0,0,0,0,"1,250,904",  30.09.2016,10.6,11.02,10.55,10.96,"142,550",  30.09.2016,9.97,10.14,9.75,10.12,"184,845",  30.09.2016,0,0,0,0,"3,164,294",  30.09.2016,73.13,74.08,72.57,74.08,"57,409",  30.09.2016,0,0,0,0,0,  30.09.2016,23.2,23.73,22.4,23.51,"76,277",  30.09.2016,41.85,42.47,41.53,42.12,"58,998",  30.09.2016,28.23,28.71,27.87,28.39,"193,437",  30.09.2016,37.16,37.71,36.78,37.71,"162,865",30.09.2016,49.065,51.3,51.3,48.295,"9,891",  30.09.2016,0,0,0,0,"169,700",  30.09.2016,3.55,3.59,3.51,3.58,"2,996,263",  30.09.2016,0,0,0,0,"11,615,516",  30.09.2016,39.04,39.43,38.74,39.38,"407,405",  30.09.2016,45.69,46.39,45.4,46.25,"475,122",  30.09.2016,184.4,187.05,182.05,187.05,"4,171"
  04.10.2016,"1,482.80","1,499.24","1,479.77","1,494.41","7,220,048",  04.10.2016,42.01,42.56,42.01,42.4,"203,850",  04.10.2016,5.37,5.47,5.36,5.38,"543,220",,0,0,0,0,0,  04.10.2016,9.05,9.27,9,9.24,"472,550",  04.10.2016,51.85,52.15,51.05,52.05,"57,640",  04.10.2016,23.46,23.8,23.34,23.76,"201,910",  04.10.2016,34.03,34.82,34.03,34.76,"47,305",  04.10.2016,41.15,41.84,41.13,41.74,"40,569",  04.10.2016,34.49,34.59,33.73,34.29,"342,740",  04.10.2016,64,64.72,63.8,64.55,"11,952",  04.10.2016,5.1,5.15,5.06,5.09,"613,002",  04.10.2016,26,26.12,25.86,26.08,"396,407",  04.10.2016,18.2,18.67,18.2,18.63,"51,902",  04.10.2016,0,0,0,0,"4,585,142",  04.10.2016,0,0,0,0,"42,665",  04.10.2016,16.13,16.46,16.04,16.35,"125,804",  04.10.2016,0,0,0,0,"90,780",  04.10.2016,0,0,0,0,"19,587",  04.10.2016,0,0,0,0,"179,118",  04.10.2016,43.5,46.59,41.55,44.09,"602,562",  04.10.2016,54.69,55.89,54.53,55.35,"27,980",  04.10.2016,27.04,27.27,26.9,26.98,"611,697",  04.10.2016,84.6,86.2,84.51,86.16,"24,466",  04.10.2016,25.43,25.51,25.13,25.24,"4,739",  04.10.2016,0,0,0,0,"835,126",  04.10.2016,10.95,11.32,10.95,11.1,"139,887",  04.10.2016,10.24,11.06,10.24,10.96,"608,478",  04.10.2016,0,0,0,0,"2,450,377",  04.10.2016,74.15,74.86,73.82,74.86,"80,439",  04.10.2016,0,0,0,0,0,  04.10.2016,23.82,24.98,23.69,24.51,"84,948",  04.10.2016,42.04,42.12,41.25,41.38,"83,282",  04.10.2016,28.37,29.31,28.36,28.75,"211,592",  04.10.2016,37.79,39.32,37.71,38.88,"574,817",04.10.2016,50.8,53.45,53.45,50.65,"15,682",  04.10.2016,0,0,0,0,"82,968",  04.10.2016,3.56,3.61,3.53,3.61,"3,630,645",  04.10.2016,0,0,0,0,"11,170,484",  04.10.2016,39.31,39.62,39.04,39.04,"421,593",  04.10.2016,46.5,47.2,46.12,46.15,"993,290",  04.10.2016,188.75,188.8,185.8,187.1,"2,883"
  05.10.2016,"1,488.79","1,489.71","1,480.69","1,486.73","4,674,326",  05.10.2016,42.01,43.16,42.01,43.1,"164,862",  05.10.2016,5.39,5.39,5.18,5.32,"485,507",,0,0,0,0,0,  05.10.2016,9.2,9.32,9.02,9.28,"344,974",  05.10.2016,51.87,51.87,51.07,51.2,"50,426",  05.10.2016,23.67,23.67,23.2,23.34,"126,566",  05.10.2016,34.35,34.99,34.01,34.14,"62,029",  05.10.2016,41.7,41.7,40.9,41.41,"32,595",  05.10.2016,34,34.65,33.97,34.47,"246,959",  05.10.2016,64.11,64.68,64.01,64.36,"9,670",  05.10.2016,5.08,5.14,5.03,5.12,"575,452",  05.10.2016,25.96,26.07,25.59,25.78,"260,699",  05.10.2016,18.5,18.73,18.41,18.72,"40,431",  05.10.2016,0,0,0,0,"3,482,932",  05.10.2016,0,0,0,0,"21,140",  05.10.2016,16.19,16.3,16.06,16.26,"65,740",  05.10.2016,0,0,0,0,"32,787",  05.10.2016,0,0,0,0,"7,461",  05.10.2016,0,0,0,0,"51,137",  05.10.2016,45.2,45.2,43.04,44.34,"315,831",  05.10.2016,55.16,55.16,54.47,54.68,"30,490",  05.10.2016,26.81,27.02,26.61,26.81,"543,473",  05.10.2016,85.76,86.13,84.9,85,"32,224",  05.10.2016,25.24,25.64,25.13,25.53,"1,719",  05.10.2016,0,0,0,0,"543,304",  05.10.2016,11,11.25,10.99,11.1,"87,719",  05.10.2016,11.03,11.28,10.87,10.93,"373,216",  05.10.2016,0,0,0,0,"1,535,916",  05.10.2016,74.35,74.8,73.76,74.8,"34,341",  05.10.2016,0,0,0,0,0,  05.10.2016,24.52,26.27,24.52,25.7,"96,681",  05.10.2016,40.8,41.25,40.11,40.6,"136,690",  05.10.2016,28.68,29.18,28.58,28.88,"106,963",  05.10.2016,38.88,38.88,37.08,37.17,"276,650",05.10.2016,53.4,52.97,53.96,52.1,"5,363",  05.10.2016,0,0,0,0,"69,417",  05.10.2016,3.57,3.61,3.56,3.6,"2,574,746",  05.10.2016,0,0,0,0,"8,306,694",  05.10.2016,38.82,39.14,38.66,38.76,"355,637",  05.10.2016,46,46.35,45.66,46.05,"338,412",  05.10.2016,185.75,185.8,184,185,"2,475"
  06.10.2016,"1,489.94","1,495.14","1,478.02","1,485.56","5,388,653",  06.10.2016,43,43,41.6,42.53,"203,312",  06.10.2016,5.35,5.69,5.28,5.65,"1,044,875",,0,0,0,0,0,  06.10.2016,9.34,9.34,9.11,9.19,"235,758",  06.10.2016,51.42,51.7,50.97,51.25,"33,598",  06.10.2016,23.5,23.5,23.09,23.16,"134,226",  06.10.2016,34.12,34.29,33.9,34.04,"17,912",  06.10.2016,41.8,41.8,40.94,41.22,"17,201",  06.10.2016,36.2,37.19,35.73,37,"1,103,747",  06.10.2016,64.42,64.8,63,63.28,"16,397",  06.10.2016,5.15,5.15,5.03,5.06,"354,586",  06.10.2016,25.9,25.92,25.52,25.61,"361,150",  06.10.2016,18.8,18.86,18.22,18.28,"49,508",  06.10.2016,0,0,0,0,"3,226,134",  06.10.2016,0,0,0,0,"16,490",  06.10.2016,16.36,16.4,16.08,16.09,"75,604",  06.10.2016,0,0,0,0,"79,538",  06.10.2016,0,0,0,0,"12,033",  06.10.2016,0,0,0,0,"207,229",  06.10.2016,44.6,44.62,43.31,44.18,"200,537",  06.10.2016,55,55.12,54.53,54.82,"13,620",  06.10.2016,27.05,27.15,26.59,26.88,"441,801",  06.10.2016,85.92,85.92,83.94,84.3,"32,110",  06.10.2016,25.62,25.62,25.32,25.51,"2,315",  06.10.2016,0,0,0,0,"304,578",  06.10.2016,11.15,11.15,10.88,11.06,"54,917",  06.10.2016,10.9,11.04,10.67,10.76,"320,469",  06.10.2016,0,0,0,0,"1,635,378",  06.10.2016,74.95,75.01,74.07,74.5,"33,132",  06.10.2016,0,0,0,0,0,  06.10.2016,26.26,26.46,25.61,26.11,"63,278",  06.10.2016,40.89,40.89,39.5,39.78,"167,346",  06.10.2016,29.09,29.16,28.36,28.51,"106,647",  06.10.2016,37.38,37.76,37.06,37.36,"202,228",06.10.2016,52.8,52.8,52.86,52.4,"1,223",  06.10.2016,0,0,0,0,"65,327",  06.10.2016,3.6,3.6,3.52,3.53,"2,571,771",  06.10.2016,0,0,0,0,"13,944,747",  06.10.2016,39.03,39.03,38.14,38.24,"315,785",  06.10.2016,46.05,46.26,45.28,45.52,"262,007",  06.10.2016,185,186.1,184,184.75,"3,430"
  07.10.2016,"1,483.92","1,487.62","1,471.60","1,473.47","5,636,582",  07.10.2016,42.63,42.63,41.29,41.78,"130,880",  07.10.2016,5.71,5.78,5.62,5.76,"670,790",,0,0,0,0,0,  07.10.2016,9.2,9.2,8.99,9.13,"269,763",  07.10.2016,51.7,51.7,50.7,50.77,"40,758",  07.10.2016,23.14,23.21,22.87,22.88,"100,746",  07.10.2016,33.85,34.2,33.52,33.8,"21,575",  07.10.2016,41.29,41.29,40.24,40.42,"19,293",  07.10.2016,37.5,38.68,37.5,38.04,"882,557",  07.10.2016,63.63,63.63,62,62.63,"24,203",  07.10.2016,5.07,5.11,5.02,5.08,"448,092",  07.10.2016,25.65,25.68,25.34,25.41,"396,434",  07.10.2016,18.32,18.32,17.77,17.8,"62,321",  07.10.2016,0,0,0,0,"3,644,185",  07.10.2016,0,0,0,0,"48,650",  07.10.2016,16.17,16.2,15.92,16.01,"74,858",  07.10.2016,0,0,0,0,"88,901",  07.10.2016,0,0,0,0,"7,837",  07.10.2016,0,0,0,0,"186,352",  07.10.2016,44,44,43.15,43.32,"152,892",  07.10.2016,55.8,55.8,54.5,54.71,"62,329",  07.10.2016,26.94,26.95,25.91,25.97,"680,891",  07.10.2016,84.45,86.8,83.99,83.99,"28,133",  07.10.2016,25.13,25.4,25.13,25.36,"4,126",  07.10.2016,0,0,0,0,"471,240",  07.10.2016,11.09,11.14,10.99,11.09,"80,079",  07.10.2016,10.66,10.74,10.49,10.51,"182,238",  07.10.2016,0,0,0,0,"2,342,673",  07.10.2016,74.64,74.98,73.94,74.62,"42,409",  07.10.2016,0,0,0,0,0,  07.10.2016,25.95,26.11,25.6,25.65,"63,951",  07.10.2016,39.55,40.05,39.32,39.75,"116,625",  07.10.2016,28.5,28.68,28,28.25,"73,316",  07.10.2016,37.23,37.38,36.7,36.87,"162,686",07.10.2016,52.65,53.27,53.27,52.53,"3,211",  07.10.2016,0,0,0,0,"70,588",  07.10.2016,3.53,3.53,3.47,3.5,"2,893,637",  07.10.2016,0,0,0,0,"9,593,861",  07.10.2016,38.17,38.19,37.6,37.6,"466,777",  07.10.2016,45.45,45.62,44.54,44.62,"393,909",  07.10.2016,185.55,185.7,182,182.05,"5,451"
  10.10.2016,"1,475.39","1,489.51","1,473.84","1,488.82","4,765,332",  10.10.2016,41.91,41.91,41.27,41.45,"73,679",  10.10.2016,5.78,5.78,5.72,5.76,"269,156",,0,0,0,0,0,  10.10.2016,9.17,9.32,9.1,9.29,"187,316",  10.10.2016,50.7,51,50,50.42,"49,506",  10.10.2016,22.84,22.97,22.64,22.84,"111,096",  10.10.2016,34.1,34.52,33.72,34.47,"51,227",  10.10.2016,41.22,41.23,40.68,41.1,"26,322",  10.10.2016,38.04,39.2,38.04,38.92,"645,909",  10.10.2016,64.06,64.06,62.33,63.69,"19,202",  10.10.2016,5.1,5.19,5.07,5.18,"652,156",  10.10.2016,25.4,25.68,25.33,25.67,"257,237",  10.10.2016,17.77,18.18,17.75,18.04,"37,642",  10.10.2016,0,0,0,0,"2,104,135",  10.10.2016,0,0,0,0,"51,585",  10.10.2016,16.09,16.14,15.95,16.03,"59,377",  10.10.2016,0,0,0,0,"17,201",  10.10.2016,0,0,0,0,"35,256",  10.10.2016,0,0,0,0,"411,290",  10.10.2016,43.47,44.27,42.6,43.96,"134,438",  10.10.2016,55.19,59.5,54.97,58.51,"112,339",  10.10.2016,26.15,26.15,25.51,26.05,"670,736",  10.10.2016,84.76,84.76,83.92,84.25,"22,120",  10.10.2016,25.44,25.73,25.28,25.68,"2,749",  10.10.2016,0,0,0,0,"530,358",  10.10.2016,11.07,11.3,11,11.17,"89,641",  10.10.2016,10.65,10.93,10.65,10.77,"222,056",  10.10.2016,0,0,0,0,"1,545,042",  10.10.2016,75.01,76.74,74.35,76.6,"45,883",  10.10.2016,0,0,0,0,0,  10.10.2016,25.82,26.22,25.74,25.92,"47,702",  10.10.2016,39.56,40.47,39.5,39.85,"74,275",  10.10.2016,28.17,28.66,27.71,28.11,"109,721",  10.10.2016,37.05,37.37,36.9,37.27,"92,281",10.10.2016,53.02,54.06,55.15,53.02,"6,977",  10.10.2016,0,0,0,0,"52,946",  10.10.2016,3.5,3.56,3.47,3.54,"2,321,458",  10.10.2016,0,0,0,0,"8,449,503",  10.10.2016,37.78,38.11,37.67,38.05,"287,586",  10.10.2016,44.55,44.72,43.92,44.32,"465,870",  10.10.2016,185,185,182,183.25,"2,458"
  11.10.2016,"1,487.40","1,492.57","1,480.97","1,483.48","5,616,675",  11.10.2016,41.49,41.72,41.3,41.46,"155,178",  11.10.2016,5.76,5.8,5.72,5.75,"296,857",,0,0,0,0,0,  11.10.2016,9.3,9.33,9.25,9.26,"118,483",  11.10.2016,50.6,50.6,50.2,50.5,"28,952",  11.10.2016,22.86,22.87,22.38,22.52,"150,420",  11.10.2016,34.32,34.48,34.02,34.48,"44,805",  11.10.2016,41.11,41.25,40.78,40.94,"27,966",  11.10.2016,38.93,39.3,38.05,38.45,"578,598",  11.10.2016,63.97,64.09,63.32,63.85,"18,442",  11.10.2016,5.18,5.19,5.08,5.1,"462,643",  11.10.2016,25.58,25.98,25.55,25.86,"359,754",  11.10.2016,18.05,18.07,17.79,17.79,"82,496",  11.10.2016,0,0,0,0,"3,963,306",  11.10.2016,0,0,0,0,"32,745",  11.10.2016,16,16.4,15.96,16.3,"124,966",  11.10.2016,0,0,0,0,"64,764",  11.10.2016,0,0,0,0,"12,202",  11.10.2016,0,0,0,0,"417,246",  11.10.2016,43.5,43.99,42.9,43.01,"81,668",  11.10.2016,58.56,59.42,57.9,58.03,"54,323",  11.10.2016,25.65,26.07,25.24,25.36,"1,174,385",  11.10.2016,84.3,84.86,83.6,84.49,"33,288",  11.10.2016,24.71,25.62,24.71,24.85,"6,660",  11.10.2016,0,0,0,0,"767,341",  11.10.2016,11.16,11.22,10.93,11,"76,468",  11.10.2016,10.81,10.87,10.54,10.54,"206,360",  11.10.2016,0,0,0,0,"1,369,878",  11.10.2016,76.6,77.9,76.6,77.9,"80,716",  11.10.2016,0,0,0,0,0,  11.10.2016,25.98,26.1,24.85,24.99,"55,968",  11.10.2016,39.7,41.39,39.5,40.2,"150,844",  11.10.2016,28.17,28.95,27.95,28.37,"129,850",  11.10.2016,37.3,37.41,37.01,37.17,"111,517",11.10.2016,54.1,55.09,55.52,54.1,"7,004",  11.10.2016,0,0,0,0,"110,629",  11.10.2016,3.53,3.59,3.52,3.53,"1,768,193",  11.10.2016,0,0,0,0,"6,025,996",  11.10.2016,37.84,38.38,37.84,38,"309,586",  11.10.2016,44.25,44.4,43.94,44.13,"301,917",  11.10.2016,182.3,183.3,181.4,183.3,"2,315"
