Date,TecDAX,,,,,1&1,,,,,,Aixtron,,,,,,Aumann,,,,,,Adva,,,,,,Bechtle,,,,,,Cancom,,,,,,Carl Zeiss Meditec,,,,,,CompuGroup,,,,,,Dialog Semiconductor,,,,,,Drägerwerk,,,,,,Evotec,,,,,,Freenet,,,,,,GFT Technologies,,,,,,Infineon,,,,,,Isra,,,,,,Jenoptik,,,,,,LPKF,,,,,,Manz,,,,,,Medigene,,,,,,MorphoSys,,,,,,Nemetschek,,,,,,Nordex,,,,,,Pfeiffer Vacuum,,,,,,Qiagen,,,,,,QSC,,,,,,RIB Software,,,,,,,S&T,,,,,SAP,,,,,,Sartorius,,,,,,Siemens Healthineers,,,,,,Siltronic,,,,,,SLM,,,,,,SMA,,,,,,Software,,,,,,Stratec,,,,,,,Süss,,,,,Telefonica,,,,,,Telekom,,,,,,United Internet,,,,,,Wirecard,,,,,,Xing,,,,,
Date,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Aixtron,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Adva,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,GFT Technologies,Volumen,Datum,Eroeffnung,Hoch,Tief,Infineon,Volumen,Datum,Eroeffnung,Hoch,Tief,Isra,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,LPKF,Volumen,Datum,Eroeffnung,Hoch,Tief,Manz,Volumen,Datum,Eroeffnung,Hoch,Tief,Medigene,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,QSC,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,S&T,Volumen,Datum,Eroeffnung,Hoch,Tief,SAP,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Siemens Health,Volumen,Datum,Eroeffnung,Hoch,Tief,Siltronic,Volumen,Datum,Eroeffnung,Hoch,Tief,SLM,Volumen,Datum,Eroeffnung,Hoch,Tief,SMA,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Stratec,Volumen,Datum,Eroeffnung,Hoch,Tief,Süss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Telekom,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen
  22.10.2018,"2,127.50","2,139.92","2,104.04","2,113.08","4,660,682",  22.10.2018,38.42,39.44,37.96,38.8,"326,241",  22.10.2018,9.31,9.49,9.12,9.44,"845,876",  22.10.2018,0,0,0,0,"34,569",  22.10.2018,0,0,0,0,"102,288",  22.10.2018,80.85,81.55,80.15,80.5,"74,183",  22.10.2018,35.18,35.8,34.88,35,"74,391",  22.10.2018,71.95,72.85,71.05,71.7,"128,097",  22.10.2018,48.58,49.1,48.04,48.12,"41,355",  22.10.2018,21.01,21.4,20.79,20.94,"314,017",  22.10.2018,46.44,46.6,44.24,45.56,"72,793",  22.10.2018,17.29,17.56,17.19,17.37,"894,322",  22.10.2018,20.4,20.45,19.97,20.04,"366,032",  22.10.2018,0,0,0,0,"34,549",  22.10.2018,17.75,18.07,17.61,17.85,"5,500,381",  22.10.2018,39.2,40.25,38.5,39.05,"72,402",  22.10.2018,26.06,26.3,25.64,25.84,"90,520",  22.10.2018,0,0,0,0,"5,299",  22.10.2018,0,0,0,0,"1,291",  22.10.2018,0,0,0,0,"108,756",  22.10.2018,85.55,85.9,83.5,84.05,"118,884",  22.10.2018,126.8,127.1,122.5,123.6,"52,613",  22.10.2018,8.29,8.36,8,8.03,"320,874",  22.10.2018,112.8,113.3,107.8,109.4,"61,405",  22.10.2018,31.36,31.49,30.9,30.94,"15,359",  22.10.2018,0,0,0,0,"86,485",  22.10.2018,15.38,15.38,14.67,14.7,"201,401",  22.10.2018,22.18,22.54,21.68,21.82,"115,234",  22.10.2018,96.62,96.71,94.57,94.99,"2,354,282",  22.10.2018,123.4,123.6,117.4,117.4,"84,593",  22.10.2018,35.55,36,34.79,34.79,"1,190,242",  22.10.2018,92.12,95.76,91.36,92.98,"205,542",  22.10.2018,0,0,0,0,"33,994",  22.10.2018,0,0,0,0,"76,815",  22.10.2018,40.5,41.09,39.48,40.33,"382,162",22.10.2018,0,0,0,0,"7,162",  22.10.2018,0,0,0,0,"40,482",  22.10.2018,3.78,3.81,3.76,3.78,"1,781,658",  22.10.2018,14.75,14.75,14.49,14.56,"8,887,652",  22.10.2018,36.94,37.17,36.3,36.48,"330,487",  22.10.2018,175,177,172.75,175.3,"622,047",  22.10.2018,278.5,278.5,272.5,275,"3,868"
  23.10.2018,"2,097.63","2,097.63","2,033.84","2,040.86","8,670,394",  23.10.2018,39.06,39.44,38.36,38.84,"359,875",  23.10.2018,9.11,9.16,8.45,8.58,"2,158,974",  23.10.2018,0,0,0,0,"47,907",  23.10.2018,0,0,0,0,"320,964",  23.10.2018,79.8,79.9,77.1,78,"210,515",  23.10.2018,34.32,34.34,33.16,33.4,"136,425",  23.10.2018,71,71.05,68.95,69.55,"127,784",  23.10.2018,47.5,47.74,45.26,45.26,"91,552",  23.10.2018,20.55,20.79,19.99,20.36,"836,350",  23.10.2018,45.2,45.42,44.42,45.32,"54,453",  23.10.2018,16.75,16.88,16.08,16.24,"1,496,604",  23.10.2018,19.95,20.07,19.74,19.75,"408,226",  23.10.2018,0,0,0,0,"65,942",  23.10.2018,17.43,17.45,16.75,17.24,"10,327,519",  23.10.2018,38.45,38.55,36.7,37.1,"75,164",  23.10.2018,25.52,26.24,24.5,25.92,"287,759",  23.10.2018,0,0,0,0,"4,111",  23.10.2018,0,0,0,0,"21,836",  23.10.2018,0,0,0,0,"196,927",  23.10.2018,83.6,83.75,79.95,80.2,"234,956",  23.10.2018,120.9,124.7,117.5,121.1,"140,858",  23.10.2018,7.99,8.28,7.89,8.2,"457,131",  23.10.2018,108.4,108.7,105.2,105.8,"44,909",  23.10.2018,31,31,29.85,30.46,"6,492",  23.10.2018,0,0,0,0,"225,756",  23.10.2018,14.44,14.67,13.94,14.09,"331,200",  23.10.2018,21.4,21.5,20.62,21,"205,177",  23.10.2018,93.75,93.93,91.84,92.6,"3,639,614",  23.10.2018,110.2,115.9,107.8,115.4,"276,414",  23.10.2018,34.5,35.03,33.77,33.94,"956,347",  23.10.2018,89.8,89.8,82.26,85.38,"670,116",  23.10.2018,0,0,0,0,"43,073",  23.10.2018,0,0,0,0,"175,386",  23.10.2018,39.95,39.97,38.82,39.09,"313,058",23.10.2018,0,0,0,0,"11,248",  23.10.2018,0,0,0,0,"52,727",  23.10.2018,3.75,3.8,3.69,3.69,"2,818,409",  23.10.2018,14.5,14.66,14.37,14.42,"14,525,480",  23.10.2018,36.14,36.22,35.26,35.45,"468,789",  23.10.2018,170.6,170.85,159.55,161.05,"1,331,921",  23.10.2018,272.5,273,265,266,"7,496"
  24.10.2018,"2,045.06","2,068.00","2,025.04","2,026.04","7,937,026",  24.10.2018,39.18,39.9,38.62,38.62,"316,271",  24.10.2018,8.6,8.64,7.8,7.8,"2,184,180",  24.10.2018,0,0,0,0,"31,369",  24.10.2018,0,0,0,0,"103,763",  24.10.2018,78.05,79.55,77.35,77.5,"106,285",  24.10.2018,33.48,34.38,33.08,33.44,"76,168",  24.10.2018,70.2,72.15,69.9,71.55,"142,230",  24.10.2018,45.44,47.92,45.44,46.38,"88,722",  24.10.2018,20.38,20.41,18.68,18.68,"929,088",  24.10.2018,45.32,47.16,45.32,46.7,"40,942",  24.10.2018,16.41,16.8,16.11,16.22,"1,334,098",  24.10.2018,19.9,20.03,19.57,19.59,"443,441",  24.10.2018,0,0,0,0,"90,314",  24.10.2018,17.09,17.19,16.27,16.43,"16,402,915",  24.10.2018,37.6,37.75,35.7,35.7,"84,595",  24.10.2018,26.34,26.4,25.7,25.8,"257,678",  24.10.2018,0,0,0,0,"1,755",  24.10.2018,0,0,0,0,"15,595",  24.10.2018,0,0,0,0,"118,947",  24.10.2018,80.55,81.65,79.15,79.55,"206,501",  24.10.2018,122.1,123.6,115.1,117.7,"112,268",  24.10.2018,8.25,8.65,8.18,8.53,"655,998",  24.10.2018,106.5,106.8,102.9,105.1,"36,998",  24.10.2018,30.33,30.53,29.33,29.37,"14,912",  24.10.2018,0,0,0,0,"131,448",  24.10.2018,14.19,14.38,13.46,13.83,"451,609",  24.10.2018,21.04,21.52,20.92,21,"127,086",  24.10.2018,93.23,94.13,91.62,91.68,"2,717,364",  24.10.2018,117.9,122.4,115.1,118,"165,854",  24.10.2018,34.1,35.28,34.1,34.41,"822,820",  24.10.2018,83.88,83.9,77.26,77.66,"720,812",  24.10.2018,0,0,0,0,"45,471",  24.10.2018,0,0,0,0,"154,247",  24.10.2018,39.31,39.6,38.48,38.65,"202,850",24.10.2018,0,0,0,0,"8,425",  24.10.2018,0,0,0,0,"45,338",  24.10.2018,3.71,3.76,3.69,3.7,"2,332,550",  24.10.2018,14.5,14.72,14.44,14.55,"15,148,918",  24.10.2018,36.51,36.6,34.82,34.85,"410,973",  24.10.2018,162.85,167,160.7,161.85,"766,684",  24.10.2018,264,266,256,262.5,"9,264"
  25.10.2018,"2,015.42","2,046.54","1,989.45","2,042.57","8,352,390",  25.10.2018,38.1,39.4,38.1,39.04,"250,824",  25.10.2018,7.75,8.51,7.63,8.31,"2,273,844",  25.10.2018,0,0,0,0,"59,419",  25.10.2018,0,0,0,0,"143,648",  25.10.2018,76.5,78.9,75.85,78.35,"89,028",  25.10.2018,33.02,34.32,32.78,33.86,"108,949",  25.10.2018,71,72.2,69.75,71.15,"122,219",  25.10.2018,45.74,47.1,45.52,46.82,"63,133",  25.10.2018,18.5,19.85,18.36,19.2,"955,091",  25.10.2018,46.5,47.1,45.76,46.58,"36,213",  25.10.2018,15.85,16.21,15.61,15.95,"1,426,571",  25.10.2018,19.4,19.77,19.34,19.72,"461,711",  25.10.2018,0,0,0,0,"39,968",  25.10.2018,15.97,16.71,15.85,16.45,"12,993,296",  25.10.2018,35.15,38.25,35.1,37.35,"73,532",  25.10.2018,25.24,26.56,24.78,26,"127,376",  25.10.2018,0,0,0,0,"12,624",  25.10.2018,0,0,0,0,"32,597",  25.10.2018,0,0,0,0,"172,700",  25.10.2018,78.5,79.3,76.55,78.25,"218,976",  25.10.2018,115.4,118.5,112.1,117.8,"123,689",  25.10.2018,8.4,8.69,8.24,8.64,"489,350",  25.10.2018,104.5,108.7,104.4,106.7,"23,589",  25.10.2018,29.34,30.13,29.25,29.84,"3,945",  25.10.2018,0,0,0,0,"159,109",  25.10.2018,13.67,14.49,13.5,14.04,"399,334",  25.10.2018,20.8,21.38,20.48,21.16,"188,589",  25.10.2018,90.03,93.8,89.29,93.68,"3,499,846",  25.10.2018,116.7,119.3,115.2,119,"141,874",  25.10.2018,34.02,35.38,33.63,35.11,"945,436",  25.10.2018,81.1,87.2,77.2,78.56,"646,275",  25.10.2018,0,0,0,0,"105,322",  25.10.2018,0,0,0,0,"85,641",  25.10.2018,38.31,39.47,38.02,39.47,"258,831",25.10.2018,0,0,0,0,"5,611",  25.10.2018,0,0,0,0,"263,693",  25.10.2018,3.69,3.72,3.61,3.67,"2,649,066",  25.10.2018,14.5,14.69,14.14,14.43,"18,381,691",  25.10.2018,34.3,36.11,34.14,36.01,"582,739",  25.10.2018,158.2,165.95,155.8,165.2,"1,011,031",  25.10.2018,262.5,271,259.5,270.5,"3,707"
  26.10.2018,"2,032.04","2,032.36","1,977.34","2,007.39","8,194,477",  26.10.2018,38.1,38.12,34.56,35.06,"973,365",  26.10.2018,8.2,8.41,7.88,8.25,"1,613,557",  26.10.2018,0,0,0,0,"61,677",  26.10.2018,0,0,0,0,"111,944",  26.10.2018,77.75,77.75,75.55,76.5,"111,785",  26.10.2018,33.5,33.8,31.8,33.5,"134,598",  26.10.2018,70.85,71.85,69.9,71.4,"117,405",  26.10.2018,46.42,47.28,45.56,46.36,"77,794",  26.10.2018,19.2,19.89,18.89,19.77,"643,817",  26.10.2018,46.12,46.5,45.6,46.46,"18,499",  26.10.2018,15.77,16.07,15.43,15.94,"1,137,535",  26.10.2018,19.53,19.64,19.03,19.13,"474,573",  26.10.2018,0,0,0,0,"88,216",  26.10.2018,16.1,16.21,15.75,16.14,"11,915,766",  26.10.2018,37.15,37.25,34.75,35.7,"116,090",  26.10.2018,25.78,26.24,25.38,26.12,"173,983",  26.10.2018,0,0,0,0,"10,915",  26.10.2018,0,0,0,0,"13,534",  26.10.2018,0,0,0,0,"116,147",  26.10.2018,77.6,78.8,76.45,77.75,"133,277",  26.10.2018,116,116.3,109.2,110.9,"140,321",  26.10.2018,8.66,8.72,8.12,8.22,"587,163",  26.10.2018,105.2,105.5,102.3,105,"40,795",  26.10.2018,29.6,30.01,29.42,29.64,"2,666",  26.10.2018,0,0,0,0,"192,915",  26.10.2018,14.04,14.2,13.35,13.53,"423,106",  26.10.2018,21,21.1,20.36,20.72,"202,364",  26.10.2018,92.48,93.03,90.56,92.99,"3,687,425",  26.10.2018,117.9,120.7,117.4,120.6,"115,588",  26.10.2018,34.93,35.15,34.16,35.02,"758,408",  26.10.2018,74.58,76.74,71.36,73.72,"715,853",  26.10.2018,0,0,0,0,"115,036",  26.10.2018,0,0,0,0,"127,416",  26.10.2018,39.22,39.24,38.24,38.65,"295,296",26.10.2018,0,0,0,0,"7,341",  26.10.2018,0,0,0,0,"105,865",  26.10.2018,3.64,3.66,3.55,3.58,"3,044,779",  26.10.2018,14.34,14.42,14.05,14.2,"16,299,250",  26.10.2018,35.62,35.67,34.26,34.74,"667,554",  26.10.2018,162.3,162.4,153.4,159.55,"1,297,030",  26.10.2018,268.5,268.5,260,264.5,"2,391"
  29.10.2018,"2,012.47","2,069.72","2,012.03","2,042.90","6,358,795",  29.10.2018,35.2,38.8,35.2,38.08,"432,139",  29.10.2018,8.37,8.85,8.27,8.66,"1,114,835",  29.10.2018,0,0,0,0,"93,308",  29.10.2018,0,0,0,0,"147,326",  29.10.2018,76.65,77.2,75.6,76.5,"131,406",  29.10.2018,35.9,37.28,34.98,35.96,"245,074",  29.10.2018,71.5,72.75,71.45,72,"127,806",  29.10.2018,46.46,47.76,46.12,46.22,"27,549",  29.10.2018,19.88,21.33,19.88,20.92,"796,816",  29.10.2018,46.1,47.86,45.72,46.76,"31,511",  29.10.2018,16.02,16.7,16.02,16.52,"1,168,956",  29.10.2018,19.2,20.24,19.19,19.95,"728,327",  29.10.2018,0,0,0,0,"39,266",  29.10.2018,16.25,17.61,16.25,17.11,"13,969,743",  29.10.2018,35.9,37.9,35.15,36.6,"108,844",  29.10.2018,26.3,27.24,26.12,26.56,"91,183",  29.10.2018,0,0,0,0,"9,282",  29.10.2018,0,0,0,0,"6,995",  29.10.2018,0,0,0,0,"123,027",  29.10.2018,77.9,81.55,77.85,80.35,"160,178",  29.10.2018,114.5,118.3,114,114,"114,154",  29.10.2018,8.2,8.42,8.2,8.26,"264,286",  29.10.2018,104.6,107.6,104.5,105.9,"32,376",  29.10.2018,29.72,30.41,29.15,29.6,"4,026",  29.10.2018,0,0,0,0,"74,276",  29.10.2018,13.54,14.4,13.54,14.03,"304,500",  29.10.2018,20.68,21.52,20.68,20.8,"169,326",  29.10.2018,93.21,93.9,92.19,92.63,"2,365,079",  29.10.2018,120.1,123.9,119.9,121.5,"88,796",  29.10.2018,34.99,35.79,34.66,35.37,"741,657",  29.10.2018,74.26,78.96,72.84,77,"461,964",  29.10.2018,0,0,0,0,"108,126",  29.10.2018,0,0,0,0,"92,544",  29.10.2018,39.08,40.17,39,39.34,"210,199",29.10.2018,0,0,0,0,"2,595",  29.10.2018,0,0,0,0,"67,607",  29.10.2018,3.59,3.68,3.56,3.62,"3,312,433",  29.10.2018,14.24,14.35,14.15,14.21,"12,173,589",  29.10.2018,34.82,36.47,34.82,36.26,"428,128",  29.10.2018,160,164.4,159.6,160.05,"738,188",  29.10.2018,263,272,263,263.5,"2,276"
  30.10.2018,"2,050.55","2,070.61","2,026.76","2,057.54","11,117,847",  30.10.2018,38.14,38.26,36.98,38.12,"213,180",  30.10.2018,9.4,10.45,9.4,10.31,"5,803,238",  30.10.2018,0,0,0,0,"36,726",  30.10.2018,0,0,0,0,"230,695",  30.10.2018,76.75,77.2,74.6,76.1,"102,667",  30.10.2018,36.2,36.28,32.92,33.9,"273,308",  30.10.2018,72.35,72.5,70.85,72.05,"65,279",  30.10.2018,46.56,48.32,46.54,48.06,"104,529",  30.10.2018,20.55,21.81,20.42,21.29,"617,210",  30.10.2018,46.52,48.66,46.52,47.42,"29,381",  30.10.2018,16.66,16.79,16.02,16.73,"1,288,760",  30.10.2018,20,20.13,19.61,19.99,"479,056",  30.10.2018,0,0,0,0,"25,160",  30.10.2018,17.29,17.29,16.71,17.07,"7,721,823",  30.10.2018,36.95,37.1,35.4,36.3,"58,529",  30.10.2018,26.82,26.82,25.9,26.52,"81,107",  30.10.2018,0,0,0,0,"8,008",  30.10.2018,0,0,0,0,"7,094",  30.10.2018,0,0,0,0,"71,550",  30.10.2018,80.8,80.8,76.9,78.8,"227,825",  30.10.2018,118.9,119,109.3,113.3,"127,177",  30.10.2018,8.35,8.35,7.76,7.93,"653,681",  30.10.2018,105.7,107,103.2,105,"24,412",  30.10.2018,30.4,32.62,30.4,31.35,"20,414",  30.10.2018,0,0,0,0,"40,377",  30.10.2018,14.25,14.34,13.91,14.12,"207,122",  30.10.2018,20.94,21.12,20.32,20.9,"81,395",  30.10.2018,92.98,93.29,91.38,92.61,"2,284,718",  30.10.2018,122.1,123,118.6,121,"124,046",  30.10.2018,35.54,36.06,35.3,35.87,"956,591",  30.10.2018,78.08,80.08,75.8,78.74,"332,576",  30.10.2018,0,0,0,0,"32,742",  30.10.2018,0,0,0,0,"123,687",  30.10.2018,39.72,39.72,38.59,39.15,"171,977",30.10.2018,0,0,0,0,"8,265",  30.10.2018,0,0,0,0,"100,690",  30.10.2018,3.73,3.73,3.38,3.61,"5,497,026",  30.10.2018,14.29,14.38,14.21,14.38,"12,069,574",  30.10.2018,36.49,36.49,35.25,35.82,"381,817",  30.10.2018,164.15,164.8,156.85,158.95,"1,039,172",  30.10.2018,264.5,267,262,264,"3,630"
  31.10.2018,"2,075.38","2,125.10","2,075.38","2,110.90","11,013,956",  31.10.2018,38.44,39.72,38.18,39.44,"428,257",  31.10.2018,10.84,11.38,10.76,11.1,"3,795,888",  31.10.2018,0,0,0,0,"53,870",  31.10.2018,0,0,0,0,"332,733",  31.10.2018,77,79,76.8,78.5,"111,063",  31.10.2018,33,36.56,32.92,36.08,"273,689",  31.10.2018,72.6,73.25,72.2,72.45,"185,365",  31.10.2018,48.48,50.3,48.4,50,"88,915",  31.10.2018,22.65,24,22.31,23.3,"1,847,659",  31.10.2018,48.8,49.12,47.08,47.46,"33,251",  31.10.2018,16.99,17.68,16.98,17.45,"1,412,825",  31.10.2018,20.19,20.28,19.76,19.89,"593,596",  31.10.2018,0,0,0,0,"33,357",  31.10.2018,17.45,18.03,17.43,17.71,"9,400,014",  31.10.2018,37.25,38.95,37.25,37.95,"86,636",  31.10.2018,26.96,27.7,26.52,26.64,"138,795",  31.10.2018,0,0,0,0,"11,977",  31.10.2018,0,0,0,0,"8,424",  31.10.2018,0,0,0,0,"152,202",  31.10.2018,79.9,83.1,78.95,81.8,"234,783",  31.10.2018,114.4,116.7,113.5,116.1,"132,184",  31.10.2018,8.37,8.63,8.18,8.24,"781,071",  31.10.2018,107.4,110.6,107.4,110,"41,143",  31.10.2018,31.62,32.38,31.6,32.11,"4,578",  31.10.2018,0,0,0,0,"48,199",  31.10.2018,15.41,15.97,14.05,15.28,"1,566,174",  31.10.2018,21.5,22.16,21.32,21.98,"161,184",  31.10.2018,93.8,95.37,93.15,94.66,"3,823,539",  31.10.2018,122.4,128.8,122.4,128,"165,319",  31.10.2018,36.36,37.16,36.08,36.59,"1,244,930",  31.10.2018,78.78,82.84,78.56,81.08,"516,195",  31.10.2018,0,0,0,0,"94,238",  31.10.2018,0,0,0,0,"85,637",  31.10.2018,39.67,39.9,39.43,39.59,"272,372",31.10.2018,0,0,0,0,"10,802",  31.10.2018,0,0,0,0,"50,615",  31.10.2018,3.6,3.6,3.42,3.43,"6,602,496",  31.10.2018,14.5,14.53,14.33,14.49,"17,594,682",  31.10.2018,36.62,37.11,36.19,36.58,"456,861",  31.10.2018,162.2,167.05,161.95,165.4,"927,642",  31.10.2018,266,269.5,264.5,265.5,"4,759"
  01.11.2018,"2,111.48","2,139.73","2,105.42","2,136.91","9,074,117",  01.11.2018,39.38,41.5,39.38,41.3,"297,442",  01.11.2018,11.1,11.49,10.93,11.41,"2,176,553",  01.11.2018,0,0,0,0,"52,509",  01.11.2018,0,0,0,0,"459,970",  01.11.2018,78.65,79.9,78.05,79.1,"105,317",  01.11.2018,36,36.72,35.66,36.72,"96,759",  01.11.2018,72.6,73.85,72.1,73.85,"182,027",  01.11.2018,49.72,51.25,49.4,49.6,"77,277",  01.11.2018,24.1,25.44,23.88,24.66,"1,542,866",  01.11.2018,47.24,49.1,47.24,48.66,"21,993",  01.11.2018,17.48,17.97,17.43,17.9,"1,083,102",  01.11.2018,19.93,20.71,19.89,20.38,"618,847",  01.11.2018,0,0,0,0,"28,132",  01.11.2018,17.78,18.42,17.71,18.33,"9,081,213",  01.11.2018,38.25,39.2,37.45,37.75,"56,328",  01.11.2018,26.68,27.74,26.54,27.06,"126,153",  01.11.2018,0,0,0,0,"23,766",  01.11.2018,0,0,0,0,"10,318",  01.11.2018,0,0,0,0,"118,706",  01.11.2018,81.85,96.3,81.85,95.25,"785,977",  01.11.2018,114.8,115.9,108.5,113.1,"119,073",  01.11.2018,8.44,8.79,8.39,8.54,"643,470",  01.11.2018,109.9,110.7,108.3,110.1,"21,440",  01.11.2018,32.17,32.38,31.71,31.87,"2,934",  01.11.2018,0,0,0,0,"88,277",  01.11.2018,15.39,15.59,14.46,14.88,"593,480",  01.11.2018,21.8,22.4,21.32,21.68,"132,821",  01.11.2018,94.39,95.11,92.94,93.46,"2,660,127",  01.11.2018,128.1,130.4,127,130.4,"104,790",  01.11.2018,36.61,37.14,36.26,36.93,"658,858",  01.11.2018,81,85.02,79.34,83.64,"419,673",  01.11.2018,0,0,0,0,"44,804",  01.11.2018,0,0,0,0,"100,592",  01.11.2018,39.6,40.23,39.31,39.49,"138,560",01.11.2018,0,0,0,0,"5,277",  01.11.2018,0,0,0,0,"46,186",  01.11.2018,3.44,3.47,3.35,3.42,"5,078,756",  01.11.2018,14.48,14.62,14.36,14.45,"9,784,673",  01.11.2018,36.55,38.17,36.31,38.01,"519,985",  01.11.2018,165.35,167.1,158.2,162.3,"854,155",  01.11.2018,264.5,275.5,264.5,268.5,"3,928"
  02.11.2018,"2,152.34","2,178.54","2,131.82","2,135.33","10,715,721",  02.11.2018,41.96,42.94,41.42,41.58,"350,089",  02.11.2018,11.67,12.09,11.52,11.59,"2,857,599",  02.11.2018,0,0,0,0,"58,750",  02.11.2018,0,0,0,0,"335,852",  02.11.2018,80.85,81.4,79.55,79.7,"119,703",  02.11.2018,37.3,38.42,37.3,37.86,"132,164",  02.11.2018,74.4,74.8,72.4,72.55,"122,666",  02.11.2018,50.15,50.8,49,49.14,"53,564",  02.11.2018,24.97,25,23.73,24.41,"1,170,382",  02.11.2018,48.86,51.05,48.86,49.8,"25,665",  02.11.2018,18.55,18.65,18.05,18.14,"1,268,365",  02.11.2018,20.76,20.77,20.14,20.17,"517,487",  02.11.2018,0,0,0,0,"75,066",  02.11.2018,18.99,19.17,18.54,18.56,"10,830,535",  02.11.2018,38.85,42.35,38.85,40.5,"118,000",  02.11.2018,27.76,29.48,27.74,28.16,"215,517",  02.11.2018,0,0,0,0,"22,155",  02.11.2018,0,0,0,0,"6,894",  02.11.2018,0,0,0,0,"172,502",  02.11.2018,96.8,97.65,94.35,94.8,"416,042",  02.11.2018,114.9,119.2,114.8,115.8,"159,409",  02.11.2018,8.66,8.89,8.58,8.6,"756,790",  02.11.2018,112.9,115.3,111,112,"51,875",  02.11.2018,32.26,32.78,31.96,32.38,"6,770",  02.11.2018,0,0,0,0,"241,764",  02.11.2018,15.16,15.48,15.01,15.11,"448,595",  02.11.2018,22.02,22.56,21.76,21.8,"186,560",  02.11.2018,95.28,95.5,93.76,94.39,"2,747,881",  02.11.2018,133,139.2,132.3,134.3,"136,746",  02.11.2018,36.92,37.3,35.98,36.12,"1,023,839",  02.11.2018,86.16,88.96,84.06,84.44,"425,424",  02.11.2018,0,0,0,0,"380,522",  02.11.2018,0,0,0,0,"111,235",  02.11.2018,39.93,40.22,39.54,39.79,"256,186",02.11.2018,0,0,0,0,"7,915",  02.11.2018,0,0,0,0,"35,887",  02.11.2018,3.47,3.47,3.38,3.39,"4,901,048",  02.11.2018,14.59,14.59,14.35,14.39,"10,278,235",  02.11.2018,38.73,39.88,38.6,38.78,"637,607",  02.11.2018,159.2,161.15,151.2,151.75,"2,029,144",  02.11.2018,270.5,280,270.5,274.5,"5,079"
